id,date,class,sentiment,text
31,2008-11-20T17:00:00,increase,Negative,Im going bed early Im afraid Ill fit right grayhairs McDonalds coffee asscrack dawn tomorrow
32,2008-11-20T17:00:00,increase,Positive,You love America Just saw guy TV 12000 McDonalds holidays Im surprised hes still alive
33,2008-11-20T17:00:00,increase,Positive,Has anyone seen McDonalds Commercial like R Kelly Straightup RB music video Mickey Ds aint messin around LOL
34,2008-11-20T17:00:00,increase,Positive,McDonalds commercial
35,2008-11-20T17:00:00,increase,Negative,Eating McDonalds IM NOT FAT I JUST LIKE IT
36,2008-11-20T17:00:00,increase,Positive,Moms McDonalds Unlikely Emissaries Washington Post
37,2008-11-20T17:00:00,increase,Positive,On train Soooo hungrycan smell someones McDonalds dinner Yummy
38,2008-11-20T17:00:00,increase,Negative,You 0 McDonalds gross D The last time I VERY reluctantly ate I got sick stomach
39,2008-11-20T17:00:00,increase,Negative,McDonalds China
40,2008-11-20T17:00:00,increase,Positive,wonders new mcdonalds mccafes good
41,2008-11-20T17:00:00,increase,Negative,got food poisoning 2 days agostay away McDonalds chicken selects able keep food today
42,2008-11-20T17:00:00,increase,Positive,I walked Jack Box Jacks lunch McDonalds dinner
43,2008-11-20T17:00:00,increase,Positive,delicious nutritious dinner McDonalds
44,2008-11-20T17:00:00,increase,Positive,On way church love McDonalds dad
45,2008-11-20T17:00:00,increase,Positive,Ready McDonalds lunch tmrw For World Childrens Day buy breakfast beef sandwich xtra value meal McD donate 1 RMHC
46,2008-11-20T17:00:00,increase,Negative,If gets much worse could uptick suicide hamburger Working McDonalds could good plan
47,2008-11-20T17:00:00,increase,Positive,And maybe get french fries McDonalds way
48,2008-11-20T17:00:00,increase,Negative,My car smells like mcdonaldsmust lunch I ate
49,2008-11-20T17:00:00,increase,Negative,Eating alone McDonalds Hoboken lonely Damn podcast
50,2008-11-20T17:00:00,increase,Positive,I big fan Grimace If I could one McDonalds mascot costume would
51,2008-11-20T17:00:00,increase,Positive,McDonalds Restaurant Really Restaurant lol
52,2008-11-20T17:00:00,increase,Positive,GDP would take Combine bailouts Europe Asia giving auto makers McDonalds
53,2008-11-20T17:00:00,increase,Positive,Helping coauthor schedule UK interviews new book insiders look McDonalds Corp
54,2008-11-20T17:00:00,increase,Positive,Eating mcdonalds Im fatty
55,2008-11-20T17:00:00,increase,Positive,make sure get McDonalds STOCK ammunition Walmart Just suggestion
56,2008-11-20T17:00:00,increase,Positive,They also probably didnt stay EconoLodge eat McDonalds
57,2008-11-20T17:00:00,increase,Negative,dont tell eat meat McDonalds Grosssssss
58,2008-11-20T17:00:00,increase,Negative,McDonalds play land pick paint boys room park got ta run em death compliant
59,2008-11-20T17:00:00,increase,Positive,Cant ketchup thing anything else fries McDonalds preferably Clearly I health nut
60,2008-11-20T17:00:00,increase,Positive,At McDonalds inside Wal Mart Bentonville AR
61,2008-11-20T17:00:00,increase,Positive,Mocking way handle errors application wish could helpful elegant butler vs McDonalds cashier
62,2008-11-20T17:00:00,increase,Negative,Im broke hungry tired Sounds like Im hitting McDonalds Dollar Menu Iced Coffeethus let say BEST LUNCH EVER
63,2008-11-20T17:00:00,increase,Negative,need mcdonalds life something really fatty good food dont agree stomach
64,2008-11-20T17:00:00,increase,Positive,Lunch pretty snazzy McDonalds Chesterton Indiana Have noticed McDs gettin fancy
65,2008-11-20T17:00:00,increase,Negative,This 1979 movie great White people working McDonalds Giant microwave ovens Sark Tron Googling Yellow Pages
66,2008-11-20T17:00:00,increase,Positive,McDonalds breakfast healthy makes happy
67,2008-11-20T17:00:00,increase,Positive,Yumm I passion McDonalds cheeseburgers singles doubles Ive never tried wine Might need fix
68,2008-11-20T17:00:00,increase,Positive,If really care send email tomorrow 1125 reminding go McDonalds
69,2008-11-20T17:00:00,increase,Positive,I dont know mcdonalds BEST fountain coke
70,2008-11-20T17:00:00,increase,Negative,Two hours road Leaving Macuto McDonalds
71,2008-11-20T17:00:00,increase,Negative,I threw away McDonalds thought eating twice one day made sick Lunch consists Goldfish Sprite
72,2008-11-20T17:00:00,increase,Negative,I realized I McDonalds breakfast lunch When life become pathetic
73,2008-11-20T17:00:00,increase,Negative,McDonalds sw 89th penn crazy slow
74,2008-11-20T17:00:00,increase,Negative,I hear ya I get sick seeing McDonalds Burger King trash side road
75,2008-11-20T17:00:00,increase,Positive,Was McDonalds Half Marathon good Richmond Style Weekly website impartial view
76,2008-11-20T17:00:00,increase,Positive,Going lunch Sydney Ferry Farm Elementary today She requested McDonalds What surprise
77,2008-11-20T17:00:00,increase,Positive,would mcdonalds coffee taste better came nicer cup
78,2008-11-20T17:00:00,increase,Negative,Stopped corporate McDonalds today bagel sandwich asked whether I wanted egg scrambled folded I chose folded
79,2008-11-20T17:00:00,increase,Negative,since asked know I actually like McDonalds coffee decaf version I prefer Dunkins
80,2008-11-20T17:00:00,increase,Positive,OH streets Cologne Germany No I believe okay eat McDonalds Obama
81,2008-11-20T17:00:00,increase,Positive,headset like nates old one look like mcdonalds worker
82,2008-11-20T17:00:00,increase,Positive,bucks basically McDonalds Its great know exactly youre getting matter visit one
83,2008-11-20T17:00:00,increase,Negative,Thank God McDonalds Has brought back McRib Sandwich Why ever leave us first place
84,2008-11-20T17:00:00,increase,Negative,Wishing McDonalds delivered McMuffins
85,2008-11-20T17:00:00,increase,Positive,I McDonalds getting bagel cream cheese breakfast
86,2008-11-20T17:00:00,increase,Negative,finished tour celebrated McDonalds stop 1am Gross yes They didnt even Big Macs Big Mac Attack
87,2008-11-20T17:00:00,increase,Positive,Capping tour late nite stop McDonalds Good times
88,2008-11-20T17:00:00,increase,Negative,McDonalds drivethru Yes guess bad person
89,2008-11-20T17:00:00,increase,Negative,McDonalds drive thru screen Windows virtual memory error Way go MS
90,2008-11-20T17:00:00,increase,Negative,oh god made curry Ugh I ate attrocity McDonalds buyers remorse
91,2008-11-20T17:00:00,increase,Negative,hell kind meat supposed Its tasteless McRib FAIL jumped shark
92,2008-11-20T17:00:00,increase,Negative,I saw dude I went college McDonalds Chicken McNuggets commercial I died little
93,2008-11-20T17:00:00,increase,Negative,Wow new Google voice search iPhone useless unless youre searching stuff like McDonalds Starbucks really generic words
94,2008-11-20T17:00:00,increase,Negative,damn barely get job McDonalds youre convicted felon
95,2008-11-20T17:00:00,increase,Negative,Found McDonalds teriyaki burgers Japan travels Starbucks smoking plus Nagai aida Miss
96,2008-11-20T17:00:00,increase,Positive,Convenient WiFi access McDonalds Japan dirty trick get hooked 100 yen milkshakes I tweet
97,2008-11-20T17:00:00,increase,Positive,First I get McDonalds Second I get much
98,2008-11-20T17:00:00,increase,Positive,No Panera I love Panera And I refuse go McDonalds Ever Hence Starbucks
99,2008-11-20T17:00:00,increase,Negative,Sadly want WiFi Starbucks McDonalds library beautiful coffee There choices
100,2007-09-07T17:00:00,increase,Positive,enjoying McDonald ’ premium roast iced coffee So good
101,2007-09-07T17:00:00,increase,Positive,Love McDonalds commercial kid popping eating apple dippers DJ Caspers Cha Cha song
102,2007-09-07T17:00:00,increase,Positive,This McDonalds commercial Cha Cha Slide aint half bad Best McD commercial I seen years
103,2007-09-07T17:00:00,increase,Positive,I dont know kind impressive McDonalds offend muliple people one commercial
104,2007-09-07T17:00:00,increase,Positive,During new McDonalds commercial theres brief caption reads Actual user generated content What repugnant phrase
105,2007-09-07T17:00:00,increase,Positive,The thing good awake unzodly hours McDonalds breakfast Mmm
106,2007-09-07T17:00:00,increase,Negative,Road Trip 1130 McDonalds
107,2007-09-07T17:00:00,increase,Negative,Gave 200yen deal Big Macs McDonalds Japan I know Im weak
108,2007-09-07T17:00:00,increase,Negative,Beginning Food McDonalds Quest
109,2007-09-07T17:00:00,increase,Negative,I dubbed place I work right McDonalds early childhood educaton
110,2007-09-07T17:00:00,increase,Positive,If say McDonalds I going hunt strangle new Bench Garrison belt
111,2007-09-07T17:00:00,increase,Negative,In Sydney NE Stopped stretch legs get iced coffee McDonalds 842 AM
112,2007-09-07T17:00:00,increase,Negative,Nike McDonalds Shell cope end corporations
113,2007-09-07T17:00:00,increase,Negative,Nike McDonalds Shell cope end corporations
114,2007-09-07T17:00:00,increase,Positive,Just visited 3 McDonalds Ice Cream happened certain stars lineup something
115,2007-09-07T17:00:00,increase,Negative,gon na close shop buy dinner McDonalds bring sister home boyfriend
116,2007-09-07T17:00:00,increase,Positive,Can 5 people run mcdonalds saturday night
117,2007-09-07T17:00:00,increase,Negative,Going McDonalds breakfast Must complete quiz online grammar class
118,2007-09-07T17:00:00,increase,Negative,McDonalds playland boys ran friends lots energy running
119,2007-09-07T17:00:00,increase,Negative,Pool trip done McDonalds lunch back repair mailbox play nerf baseball
120,2007-09-07T17:00:00,increase,Negative,anyone copy McDonalds Girl BNL I cant seem find anywhere makes think I live versions ok
121,2007-09-07T17:00:00,increase,Positive,thinking McDonalds workout best fitness strategy
122,2007-09-07T17:00:00,increase,Positive,McDonalds Double Cheeseburger fries currently winging way Purple Towers courtesy Mum whos vicinity Lunch
123,2007-09-07T17:00:00,increase,Negative,Finally I got somehow tiredor sick McDonalds breakfirst
124,2007-09-07T17:00:00,increase,Positive,Huh I cant spell I Just saw posting Chases car Oh welljust goes show McDonalds lower intelligence grin
125,2007-09-07T17:00:00,increase,Positive,You know Commencal like McDonalds vegan restaurants
126,2007-09-07T17:00:00,increase,Positive,time pseudofood aka McDonalds
127,2007-09-07T17:00:00,increase,Positive,With Chase McDonalds Im virturuous Hes
128,2007-09-07T17:00:00,increase,Negative,Why would come vacation NYC go eat McDonalds
129,2007-09-07T17:00:00,increase,Negative,Haha I meant sitting McDonalds DPD work good catch But I bet McDs workers good parking spots
130,2007-09-07T17:00:00,increase,Positive,Working McDonalds rest afternoon Bryan Center
131,2007-09-07T17:00:00,increase,Positive,speaking Cultural Anth How many knew cared theres place called Hamburget University Its McDonalds mgmnt thing
132,2007-09-07T17:00:00,increase,Positive,Microsoft McDonalds Vincent Chase
133,2007-09-07T17:00:00,increase,Positive,bloody hell I need make rounds blawgsI think I need McDonalds iced tea Ill around later I get back D
134,2007-09-07T17:00:00,increase,Negative,Mondays hard arent I discovered McDonalds wont sell one apple pie force two What
135,2007-09-07T17:00:00,increase,Positive,lunch thinking McDonalds New Anugs burger yum
136,2007-09-07T17:00:00,increase,Positive,playing toy man Seal Beach McDonalds Typical Sunday
137,2007-09-07T17:00:00,increase,Positive,proof global warming hot mcdonalds cant make ice
138,2007-09-07T17:00:00,increase,Negative,A McDonalds 1 hotfudge sunday aint bad
139,2007-09-07T17:00:00,increase,Negative,A little kid walked HIT mcdonalds
140,2007-09-07T17:00:00,increase,Negative,So reason cubicle smells like cookies used McDonalds ones characters faces Me want
141,2007-09-07T17:00:00,increase,Negative,Would rather beach smelly mcdonalds
142,2007-09-07T17:00:00,increase,Positive,Just learned McDonalds worlds largest toy manufacturer And know
143,2007-09-07T17:00:00,increase,Positive,At McDonalds hanging tonights Entrepreneur Meetup
144,2007-09-07T17:00:00,increase,Negative,Must get urge upsize fries everyfuckingtime Im ears McDonalds junk somehow I keep coming back
145,2007-09-07T17:00:00,increase,Negative,got home big boss disappointment interest operation good sign mcdonalds screwed wife called angry
146,2007-09-07T17:00:00,increase,Positive,imagines GnR singing Welcome McDonalds
147,2007-09-07T17:00:00,increase,Positive,McDonalds really get cinnamon melts rightmmmmm
148,2007-09-07T17:00:00,increase,Negative,PROTIP If McDonalds breakfast gave serious stomach pain last 10 times ate chances time HURRR
149,2007-09-07T17:00:00,increase,Positive,Sitting LAX enjoying mcdonalds breakfast next stop Atlanta
150,2007-09-07T17:00:00,increase,Positive,Way better stuff serve McDonalds though
151,2007-09-07T17:00:00,increase,Positive,Its classic McDonalds fries
152,2007-09-07T17:00:00,increase,Negative,McDonalds isnt food
153,2007-09-07T17:00:00,increase,Positive,ROCK AND ROLL MCDONALDS
154,2007-09-07T17:00:00,increase,Positive,Had large fries McDonalds lunch Yes gon na 9pm soon
155,2007-09-07T17:00:00,increase,Positive,mcdonalds sw chicken salad FAR superior chikfila Not even close
156,2007-09-07T17:00:00,increase,Positive,You knowMcDonalds Southwestern Salad good
157,2007-09-07T17:00:00,increase,Positive,Drinking free McDonalds coffee came Sausage McGriddle Sweet deal
158,2007-09-07T17:00:00,increase,Positive,Mmm McDonalds
159,2007-09-07T17:00:00,increase,Negative,Desperate times call McDonalds lunches
160,2007-09-07T17:00:00,increase,Positive,Waiting Sheila buy tobacco go McDonalds
161,2007-09-07T17:00:00,increase,Negative,McDonalds lunch two days row Feeling like bad parent
162,2007-09-07T17:00:00,increase,Positive,The Seattle Weeklys cover story week local obsession teriyaki Did know 12 McDonalds Seattle
163,2007-09-07T17:00:00,increase,Positive,Eating McDonalds fries
164,2007-09-07T17:00:00,increase,Positive,Heres I breakfast shower mcdonalds public wifi park And written sure never happen
165,2007-09-07T17:00:00,increase,Negative,realizing incredibly nasty McDonalds food
166,2007-09-07T17:00:00,increase,Negative,I ate McDonalds first time 9 months today No choice I think im gon na sick
167,2007-09-07T17:00:00,increase,Positive,silly Timbaland song one Double Quarter Pounder commercial McDonalds head talk girl
168,2007-09-07T17:00:00,increase,Positive,In McDonalds drivethrough Shoot
169,2007-09-07T17:00:00,increase,Negative,Watching Super Size Me craving McDonalds
170,2007-09-07T17:00:00,increase,Positive,Velcro poodle inside coffee cup Sue McDonalds
171,2007-09-07T17:00:00,increase,Negative,Waiting someone typhoon I love seednet wagaly talk II AP free WLAN
172,2007-09-07T17:00:00,increase,Positive,Enormous Woman At McDonalds DO YOU HAVE A TWENTY PIECE NUGGET MEAL YEA A MEAL
173,2007-09-07T17:00:00,increase,Negative,Hotcakes McDonalds morning bad idea Blech
174,2007-09-07T17:00:00,increase,Negative,I finished mediocre McDonalds coffee It burn face hot I got Have learned nothing lawsuits
175,2007-09-07T17:00:00,increase,Positive,twitter hours I couldnt post I eating medium French fries McDonalds dinner
176,2007-09-07T17:00:00,increase,Negative,Now I cant stop thinking McDonalds milkshakes I dont even think Ive ever milkshake I lost lb last night
177,2007-09-07T17:00:00,increase,Negative,Im craving McDonalds fries
178,2007-09-07T17:00:00,increase,Positive,Had early FATfull McDonalds breakfast sausage mcmuffin hash browns Homebrewed coffee
179,2007-09-07T17:00:00,increase,Positive,drinking large mcdonalds shake driving texting livin dream baby yeah
180,2007-09-07T17:00:00,increase,Positive,Is anything better McDonalds breakfast
181,2007-09-07T17:00:00,increase,Negative,Resisting urge collect McDonalds glasses
182,2007-09-07T17:00:00,increase,Negative,This messed If havent seen story Google McDonalds strip search
183,2007-09-07T17:00:00,increase,Negative,LOL trying make want lunchits starting sound like McDonalds commercial
184,2007-09-07T17:00:00,increase,Negative,I wants peanut butter chocolate banana cake serves DLish Ill probably get McDonalds instead Blech
185,2007-09-07T17:00:00,increase,Negative,Two girls opposite table giving everyone McDonalds lesson public groping Tsk
186,2007-09-07T17:00:00,increase,Negative,mcdonalds lunch ick yum time desperate times desperate measures
187,2007-09-07T17:00:00,increase,Negative,reading article lactose intolerant man suing McDonalds holding cheese
188,2007-09-07T17:00:00,increase,Negative,ice tea came along mcdonalds package ate half hour ago gave kind frostbite
189,2007-09-07T17:00:00,increase,Positive,eating mcdonalds lunch
190,2007-09-07T17:00:00,increase,Positive,In McDonalds drivethru line getting fries
191,2007-09-07T17:00:00,increase,Positive,I hardly McDonalds skills
192,2007-09-07T17:00:00,increase,Negative,yard sale lucrative hoped maybe enough mcdonalds enough payoff effort heat
193,2007-09-07T17:00:00,increase,Negative,At McDonalds
194,2007-09-07T17:00:00,increase,Negative,going get laundry detergent CBA Balatonlelle May possibly grab McDonalds way
195,2007-09-07T17:00:00,increase,Positive,After Mary I heading McDonalds breakfast daddydaughter time gt Soooo I incogtweeto
196,2007-09-07T17:00:00,increase,Positive,Sitting McDonalds McCafe Budapest I hate admit Im enjoying Ham Toast much
197,2007-09-07T17:00:00,increase,Negative,make want eat Mcdonalds
198,2007-09-07T17:00:00,increase,Positive,Eating grilled chicken asian salad McDonalds I love Also got Fruit n Yogurt Parfait Health food
199,2007-09-07T17:00:00,increase,Positive,stuffed Came Trelis bought family McDonalds afternoon snacks french fries sandwiches
200,2015-10-21T17:00:00,increase,Negative,Update feeling weak today took longer walk McDonalds usual guess Im stubborn give
201,2015-10-21T17:00:00,increase,Negative,McDonalds working got u fucked huh
202,2015-10-21T17:00:00,increase,Positive,also shes drinking subway cup Why u McDonalds nigha
203,2015-10-21T17:00:00,increase,Negative,If Marty McFly today would feel right home Hover boards McDonalds racial inequality
204,2015-10-21T17:00:00,increase,Positive,RT Wouldnt world better place fancy restaurants stopped charging 8 McDonalds French fries la carte…
205,2015-10-21T17:00:00,increase,Positive,RT I WANT MCDONALDS BREAKFAST 😫
206,2015-10-21T17:00:00,increase,Positive,RT Andrew The Hamburglar Hammond received lifetime card McDonalds free food life Coupons wor…
207,2015-10-21T17:00:00,increase,Positive,Buy sour cream onion Pringles chicken nuggets McDonalds nd Ill love life
208,2015-10-21T17:00:00,increase,Negative,Ever since I left McDonalds
209,2015-10-21T17:00:00,increase,Positive,McDonalds delivers
210,2015-10-21T17:00:00,increase,Positive,Somebody call McDonalds ask lmao
211,2015-10-21T17:00:00,increase,Negative,Walking McDonalds rn Zae Bc hungry af
212,2015-10-21T17:00:00,increase,Positive,When says Andrea look skinny My response idk I eat McDonalds breakfast like every morning 😂😂😂
213,2015-10-21T17:00:00,increase,Negative,Craving sausage mcmuffin iced coffee McDonalds badly right DROOLS 😥😥😥
214,2015-10-21T17:00:00,increase,Negative,I need McDonalds 🍟 frozen yogurt 🍦
215,2015-10-21T17:00:00,increase,Positive,The voice behind McDonalds Im Lovin It Justin Timberlake
216,2015-10-21T17:00:00,increase,Negative,This nigga forced McDonalds line smell 😳😖😑
217,2015-10-21T17:00:00,increase,Negative,Yummy McDonalds Starbucks school today Sucks parent teacher conference My grades good I hope
218,2015-10-21T17:00:00,increase,Negative,This McDonalds flame asf😋
219,2015-10-21T17:00:00,increase,Negative,I donno guys talking I still cant order blunt McDonalds like 2 days nochange
220,2015-10-21T17:00:00,increase,Positive,McDonalds turns eating commercial experience turns eating commercial act instead communal act
221,2015-10-21T17:00:00,increase,Negative,Dying McDonalds pancakes right
222,2015-10-21T17:00:00,increase,Positive,RT McDonalds chicken nuggets 😭😍
223,2015-10-21T17:00:00,increase,Negative,I thought McDonalds sign upsidedownCamel toe
224,2015-10-21T17:00:00,increase,Positive,truee🙋🏼 travel world shall get McDonalds every place go sorted life🍗🌍❤️
225,2015-10-21T17:00:00,increase,Negative,Moe Should Bring Me McDonalds😊
226,2015-10-21T17:00:00,increase,Negative,RT I think clothes shrinking dryer I pull McDonalds third time week
227,2015-10-21T17:00:00,increase,Positive,Who knows much 10 piece nugget McDonalds
228,2015-10-21T17:00:00,increase,Positive,Can wait see bank statement next couple months😂 McDonalds
229,2015-10-21T17:00:00,increase,Negative,McDonalds day breakfast doesnt include sausage biscuits WHY I dont want gahdamn sausage muffin
230,2015-10-21T17:00:00,increase,Negative,McDonalds Plymouth yesterday afternoon
231,2015-10-21T17:00:00,increase,Positive,RT Andrew Hammond received gift certificates worth 1000 McDonalds
232,2015-10-21T17:00:00,increase,Positive,RT McDonalds first menu items hot dogs hamburgers
233,2015-10-21T17:00:00,increase,Negative,Im Stone Cold Stunner one McDonalds workers I dont get drink cup ASAP
234,2015-10-21T17:00:00,increase,Negative,u work McDonalds
235,2015-10-21T17:00:00,increase,Positive,Sonal Ill take McDonalds Sn
236,2015-10-21T17:00:00,increase,Negative,McDonalds chicken nuggets 😭😍
237,2015-10-21T17:00:00,increase,Negative,Ive loosing weight I still think okay eat McDonalds breakfast
238,2015-10-21T17:00:00,increase,Negative,Like McDonalds Sigh I dont like change But Ill drink Diet Pepsi delicious sandwiches
239,2015-10-21T17:00:00,increase,Negative,I regret eating McDonalds😷 I feel like shit
240,2015-10-21T17:00:00,increase,Negative,Im dining McDonalds right I feel like trash
241,2015-10-21T17:00:00,increase,Negative,Arab countries Doritos pizza Pizza Hut also McDonalds delivery Cmon USA Make fatter
242,2015-10-21T17:00:00,increase,Negative,That McDonalds good AF last night 😛
243,2015-10-21T17:00:00,increase,Positive,gains freshman 15 McDonalds
244,2015-10-21T17:00:00,increase,Negative,Nothing triggers shitty online play like get fuck mcdonalds wifi
245,2015-10-21T17:00:00,increase,Positive,Every time I see commercial McDonalds allday breakfast I cant remember Ive ever breakfast
246,2015-10-21T17:00:00,increase,Positive,I want strawberry milkshake McDonalds😩😩😩
247,2015-10-21T17:00:00,increase,Negative,RT McDonalds morning shift employees must feel powerless
248,2015-10-21T17:00:00,increase,Negative,omg See nobody make fun us youre making want McDonalds miss chicken nuggets😫🍗
249,2015-10-21T17:00:00,increase,Negative,I always bring chicken tenders back cubicle cuz smells like McDonalds drivethru reminds work hard else
250,2015-10-21T17:00:00,increase,Positive,RT Gameday JMU Nike shoes lace Lexus made hoverboard McDonalds serves breakfast 247 What t…
251,2015-10-21T17:00:00,increase,Negative,Such point post Lauzon McDonalds group literally reason everyones quitting
252,2015-10-21T17:00:00,increase,Positive,That McDonalds hit spot
253,2015-10-21T17:00:00,increase,Positive,RT McDonalds breakfast 😍 Im trying healthy😣
254,2015-10-21T17:00:00,increase,Negative,McDonalds fucked order I went thru drive thru fix fucked AGAIN dawgggg
255,2015-10-21T17:00:00,increase,Negative,I really want chips McDonalds 😂
256,2015-10-21T17:00:00,increase,Positive,RT Give Haitian 10 theyll buy spaghetti hotdogs make meal day Give yank 10 go buy McDon…
257,2015-10-21T17:00:00,increase,Negative,Every time I eat McDonalds I feel sick
258,2015-10-21T17:00:00,increase,Positive,RT Sitting new smoking Standing new McDonalds Everyone get treadmill desk
259,2015-10-21T17:00:00,increase,Positive,RT I call shenanigans commercialIve never happy eat anything McDonalds
260,2015-10-21T17:00:00,increase,Positive,peteroli cool talk McDonalds lol
261,2015-10-21T17:00:00,increase,Negative,She said wanted take red lobster I said Ill take u McDonalds 💀
262,2015-10-21T17:00:00,increase,Positive,McDonalds Chicken McFly item menu today
263,2015-10-21T17:00:00,increase,Negative,Sitting new smoking Standing new McDonalds Everyone get treadmill desk
264,2015-10-21T17:00:00,increase,Negative,How I go McDonalds tell theres Mcflurry Milkshake lit angry 😡
265,2015-10-21T17:00:00,increase,Positive,The 5 second rule apply McDonalds
266,2015-10-21T17:00:00,increase,Positive,RT Sorry put McDonalds chips milkshakeice cream¿
267,2015-10-21T17:00:00,increase,Positive,RT Best feeling havin cross country McDonalds instead
268,2015-10-21T17:00:00,increase,Positive,fair legal case kinda made big deal 79 year old woman McDonalds
269,2015-10-21T17:00:00,increase,Positive,troublecausing kids better pay attention class youll paying attention McDonalds order inspiring
270,2015-10-21T17:00:00,increase,Positive,RT Ive wanting McDonalds breakfast 🌚
271,2015-10-21T17:00:00,increase,Positive,Thank bring McDonalds 🙏🏽❤️ love
272,2015-10-21T17:00:00,increase,Positive,Woodbridge Smoke Drink Party McDonalds repeat
273,2015-10-21T17:00:00,increase,Negative,McDonalds 👀😂
274,2015-10-21T17:00:00,increase,Positive,You work McDonalds
275,2015-10-21T17:00:00,increase,Positive,Were dinner mum asks Mac cheese McDonalds burger
276,2015-10-21T17:00:00,increase,Positive,got excited thinking McDonalds dm
277,2015-10-21T17:00:00,increase,Positive,A grandma mom got McDonalds play place merica
278,2015-10-21T17:00:00,increase,Positive,McDonalds lunch coupon Also I like McDonalds
279,2015-10-21T17:00:00,increase,Positive,RT I McDonalds hashbrown Im gon na conquer world today
280,2015-10-21T17:00:00,increase,Negative,😳 RT I get pissed every time I come Cleveland clinic tf told take McDonald ’
281,2015-10-21T17:00:00,increase,Negative,Dying McDonalds
282,2015-10-21T17:00:00,increase,Positive,love lady accent McDonalds shes always like ello love 😍
283,2015-10-21T17:00:00,increase,Positive,At McDonalds granddaughter tv lobby showing Jerry Springer really
284,2015-10-21T17:00:00,increase,Positive,RT Give Haitian 10 theyll buy spaghetti hotdogs make meal day Give yank 10 go buy McDon…
285,2015-10-21T17:00:00,increase,Positive,McDonalds hash browns lunch make day much better
286,2015-10-21T17:00:00,increase,Negative,Want McDonalds rn
287,2015-10-21T17:00:00,increase,Positive,ya girl working McDonalds
288,2015-10-21T17:00:00,increase,Negative,RT This McDonalds gave gas 😷
289,2015-10-21T17:00:00,increase,Negative,Why school lunch fucking bad honestly let drive McDonalds ffs
290,2015-10-21T17:00:00,increase,Negative,I dream last night I went ordered McDonalds I woke mad shit
291,2015-10-21T17:00:00,increase,Positive,I want McDonalds breakfast
292,2015-10-21T17:00:00,increase,Negative,I want McDonalds
293,2015-10-21T17:00:00,increase,Positive,Well I think Im going McDonalds today lunch 😕
294,2015-10-21T17:00:00,increase,Positive,RT want mcdonalds
295,2015-10-21T17:00:00,increase,Negative,McDonalds executives soul thieves bodydestroyers paid capitalists subvert healthy workingclass bodies
